tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
245,2018-01-01 07:39:29,2018-01-01 07:43:34,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,1862,Subscriber,1991,1,
256,2018-01-01 07:52:45,2018-01-01 07:57:01,124,Curtis Hall - South St at Centre St,42.309054,-71.11543,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,1053,Subscriber,1984,1,
293,2018-01-01 07:53:37,2018-01-01 07:58:31,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,1790,Subscriber,1959,1,
1188,2018-01-01 08:25:51,2018-01-01 08:45:39,121,W Broadway at Dorchester St,42.335693,-71.045859,42,Boylston St at Arlington St TEMPORARY WINTER LOCATION,42.352583438376996,-71.06766249993596,363,Subscriber,1969,2,
339,2018-01-01 08:55:33,2018-01-01 09:01:12,221,Verizon Innovation Hub 10 Ware Street,42.37250864997261,-71.11305356025696,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,131,Subscriber,1990,1,
880,2018-01-01 09:22:12,2018-01-01 09:36:53,119,South Boston Library - 646 E Broadway,42.335741,-71.03877,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,453,Subscriber,1963,1,
332,2018-01-01 09:25:59,2018-01-01 09:31:32,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,78,Union Square - Somerville,42.37980717512428,-71.09387040138245,1222,Subscriber,1990,1,
697,2018-01-01 09:29:16,2018-01-01 09:40:53,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1893,Subscriber,1975,2,
273,2018-01-01 09:38:02,2018-01-01 09:42:35,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,962,Subscriber,1997,1,
451,2018-01-01 09:44:56,2018-01-01 09:52:28,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,4,Tremont St at E Berkeley St,42.345392,-71.069616,1149,Subscriber,1993,1,
185,2018-01-01 09:50:35,2018-01-01 09:53:40,98,Warren St at Chelsea St,42.371848,-71.060292,94,Main St at Austin St,42.375603,-71.064608,1786,Subscriber,1983,1,
356,2018-01-01 09:51:39,2018-01-01 09:57:36,179,MIT Vassar St,42.355601213279265,-71.10394477844238,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,410,Subscriber,1992,1,
202,2018-01-01 09:54:50,2018-01-01 09:58:12,139,Dana Park,42.361780439606044,-71.10809952020645,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,321,Subscriber,1991,1,
553,2018-01-01 10:00:28,2018-01-01 10:09:41,42,Boylston St at Arlington St TEMPORARY WINTER LOCATION,42.352583438376996,-71.06766249993596,23,Boston City Hall - 28 State St,42.35892,-71.057629,976,Subscriber,1969,2,
1055,2018-01-01 10:00:31,2018-01-01 10:18:07,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,1286,Subscriber,1989,1,
745,2018-01-01 10:10:23,2018-01-01 10:22:49,98,Warren St at Chelsea St,42.371848,-71.060292,59,Chinatown Gate Plaza,42.351356,-71.059367,882,Subscriber,1965,1,
1400,2018-01-01 10:14:37,2018-01-01 10:37:57,23,Boston City Hall - 28 State St,42.35892,-71.057629,169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,41,Subscriber,1969,2,
733,2018-01-01 10:36:30,2018-01-01 10:48:43,98,Warren St at Chelsea St,42.371848,-71.060292,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1805,Subscriber,1970,1,
442,2018-01-01 10:39:01,2018-01-01 10:46:23,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1738,Subscriber,1978,1,
967,2018-01-01 10:39:02,2018-01-01 10:55:09,169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,41,Subscriber,1969,2,
691,2018-01-01 10:41:00,2018-01-01 10:52:31,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1098,Subscriber,1989,1,
492,2018-01-01 10:50:26,2018-01-01 10:58:39,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,203,Subscriber,1990,1,
625,2018-01-01 10:51:13,2018-01-01 11:01:38,60,Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION,42.36075761041193,-71.07132909824031,36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,230,Subscriber,1988,2,
570,2018-01-01 10:52:41,2018-01-01 11:02:11,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,577,Subscriber,1989,1,
619,2018-01-01 10:57:13,2018-01-01 11:07:33,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,587,Subscriber,1989,1,
1427,2018-01-02 07:02:04,2018-01-02 07:25:52,100,Davis Square,42.396969,-71.123024,149,175 N Harvard St,42.363796,-71.129164,651,Subscriber,1993,2,
595,2018-01-02 07:08:54,2018-01-02 07:18:49,26,Washington St at Waltham St,42.341522,-71.068922,192,Purchase St at Pearl St,42.354659,-71.053181,1280,Subscriber,1973,1,
1164,2018-01-02 07:09:07,2018-01-02 07:28:31,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315,1133,Subscriber,1957,1,
315,2018-01-02 07:10:07,2018-01-02 07:15:22,136,ID Building West,42.344796,-71.031614,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,109,Subscriber,1967,1,
233,2018-01-02 07:10:11,2018-01-02 07:14:05,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,787,Subscriber,1989,2,
330,2018-01-02 07:10:19,2018-01-02 07:15:49,136,ID Building West,42.344796,-71.031614,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,1248,Subscriber,1958,1,
563,2018-01-02 07:11:42,2018-01-02 07:21:06,58,Beacon St at Arlington St,42.35554932336134,-71.07284188270569,192,Purchase St at Pearl St,42.354659,-71.053181,408,Subscriber,1958,1,
413,2018-01-02 07:11:56,2018-01-02 07:18:50,222,Troy Boston,42.343749,-71.062256,35,Arch St at Franklin St,42.35581929709065,-71.05887290099417,1924,Subscriber,1988,1,
903,2018-01-02 07:15:02,2018-01-02 07:30:06,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,883,Subscriber,1966,1,
1350,2018-01-02 07:15:16,2018-01-02 07:37:47,51,Washington St at Lenox St,42.3350989929096,-71.07903778553009,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,1271,Subscriber,1985,2,
185,2018-01-02 07:16:36,2018-01-02 07:19:41,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,100,Davis Square,42.396969,-71.123024,137,Subscriber,1984,2,
1161,2018-01-02 07:25:06,2018-01-02 07:44:28,9,Commonwealth Ave at Buick St,42.35062177153799,-71.11288218766276,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1379,Subscriber,1977,1,
155,2018-01-02 07:25:32,2018-01-02 07:28:08,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,100,Davis Square,42.396969,-71.123024,1207,Subscriber,1985,1,
204,2018-01-02 07:26:13,2018-01-02 07:29:38,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,151,Surface Rd at India St,42.358155,-71.052163,1461,Subscriber,1965,1,
245,2018-01-02 07:27:04,2018-01-02 07:31:09,161,W Broadway at D St,42.3391085,-71.0514432,163,The Lawn on D,42.344792,-71.044024,814,Subscriber,1981,1,
527,2018-01-02 07:28:11,2018-01-02 07:36:58,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,58,Beacon St at Arlington St,42.35554932336134,-71.07284188270569,1227,Subscriber,1989,2,
