tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
256,2018-03-01 07:00:45,2018-03-01 07:05:01,58,Beacon St at Arlington St,42.35554932336134,-71.07284188270569,36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,1941,Subscriber,1990,1,
636,2018-03-01 07:01:00,2018-03-01 07:11:37,33,Kenmore Square,42.348706,-71.097009,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,765,Subscriber,1979,1,
1083,2018-03-01 07:01:06,2018-03-01 07:19:09,169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,1997,Subscriber,1982,1,
1092,2018-03-01 07:01:17,2018-03-01 07:19:30,19,Park Dr at Buswell St,42.347241,-71.105301,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1538,Subscriber,1973,1,
306,2018-03-01 07:01:22,2018-03-01 07:06:29,69,Coolidge Corner - Beacon St @ Centre St,42.341598,-71.123338,9,Commonwealth Ave at Buick St,42.35062177153799,-71.11288218766276,1950,Subscriber,1977,0,
970,2018-03-01 07:01:23,2018-03-01 07:17:33,221,Verizon Innovation Hub 10 Ware Street,42.37250864997261,-71.11305356025696,6,Cambridge St at Joy St,42.361199417496216,-71.06519486764228,587,Subscriber,1984,1,
403,2018-03-01 07:01:40,2018-03-01 07:08:23,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,157,Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,888,Subscriber,1992,1,
348,2018-03-01 07:01:42,2018-03-01 07:07:31,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,192,Purchase St at Pearl St,42.354659,-71.053181,801,Subscriber,1988,1,
224,2018-03-01 07:02:02,2018-03-01 07:05:46,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,1788,Subscriber,1959,1,
358,2018-03-01 07:03:02,2018-03-01 07:09:01,185,Third at Binney,42.36544486137399,-71.08277142047882,60,Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION,42.36075761041193,-71.07132909824031,151,Subscriber,1992,2,
1363,2018-03-01 07:03:14,2018-03-01 07:25:58,205,Bowdoin St at Quincy St,42.30785224238503,-71.06512248516083,49,Stuart St at Charles St,42.351146,-71.066289,1810,Subscriber,1989,1,
545,2018-03-01 07:03:50,2018-03-01 07:12:56,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,54,Tremont St at West St,42.354979,-71.063348,12,Subscriber,1966,1,
734,2018-03-01 07:04:24,2018-03-01 07:16:38,36,Copley Square - Dartmouth St at Boylston St,42.34976701008725,-71.07732653617859,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,958,Subscriber,1971,1,
315,2018-03-01 07:04:32,2018-03-01 07:09:47,179,MIT Vassar St,42.355601213279265,-71.10394477844238,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,621,Subscriber,1992,1,
845,2018-03-01 07:05:07,2018-03-01 07:19:12,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624444796878,-71.08798563480377,177,University Park,42.36264779118595,-71.10006093978882,736,Subscriber,1968,1,
657,2018-03-01 07:05:12,2018-03-01 07:16:09,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,1685,Subscriber,1968,1,
504,2018-03-01 07:05:33,2018-03-01 07:13:57,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,39,Washington St at Rutland St,42.338514601785995,-71.07404083013535,1736,Subscriber,1976,1,
626,2018-03-01 07:05:45,2018-03-01 07:16:12,151,Surface Rd at India St,42.358155,-71.052163,135,ID Building East,42.344827,-71.028664,253,Subscriber,1988,2,
1561,2018-03-01 07:05:44,2018-03-01 07:31:45,175,Brighton Center - Washington St at Cambridge St,42.34894857235593,-71.15027189254761,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1782,Subscriber,1982,1,
1243,2018-03-01 07:05:51,2018-03-01 07:26:35,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,135,ID Building East,42.344827,-71.028664,1543,Subscriber,1988,1,
563,2018-03-01 07:05:56,2018-03-01 07:15:19,107,Ames St at Main St,42.3625,-71.08822,179,MIT Vassar St,42.355601213279265,-71.10394477844238,1214,Subscriber,1970,1,
323,2018-03-01 07:06:04,2018-03-01 07:11:27,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624444796878,-71.08798563480377,56,Dudley Square - Dudley St at Warren St,42.32854046293402,-71.08416482806204,751,Subscriber,1957,1,
549,2018-03-01 07:06:15,2018-03-01 07:15:25,26,Washington St at Waltham St,42.341522,-71.068922,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,1910,Subscriber,1990,1,
662,2018-03-01 07:06:35,2018-03-01 07:17:37,78,Union Square - Somerville,42.37980717512428,-71.09387040138245,228,One Memorial Drive,42.361619320766856,-71.0804355052096,1727,Subscriber,1985,1,
411,2018-03-01 07:06:59,2018-03-01 07:13:51,26,Washington St at Waltham St,42.341522,-71.068922,35,Arch St at Franklin St,42.35581929709065,-71.05887290099417,1722,Subscriber,1962,1,
799,2018-03-01 07:07:03,2018-03-01 07:20:22,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624444796878,-71.08798563480377,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309465199,-71.10393404960632,118,Subscriber,1997,2,
528,2018-03-01 07:07:18,2018-03-01 07:16:06,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,115,Subscriber,1984,2,
166,2018-03-01 07:07:39,2018-03-01 07:10:26,141,Kendall Street,42.363560158429884,-71.08216792345047,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,431,Subscriber,1983,2,
1270,2018-03-01 07:07:59,2018-03-01 07:29:10,131,Jackson Square T Stop,42.32293117195949,-71.10014140605927,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,168,Subscriber,1988,2,
