x,y
-71.13091751,42.39966215
-71.12930957,42.39688515
-71.13342718,42.39698159
-71.13099482,42.39668534
-71.1307454,42.39670833
-71.1305481,42.39798168
-71.13001589,42.39826868
-71.12907269,42.39704512
-71.13203134,42.3986136
-71.12735031,42.39852733
-71.12753874,42.398496
-71.13052303,42.39602332
-71.13066046,42.39768116
-71.12858012,42.39717561
-71.12938902,42.39856587
-71.13151491,42.39766873
-71.13076552,42.39996204
-71.12987866,42.39804535
-71.13045839,42.39709646
-71.13184966,42.39566353
-71.13120255,42.39811505
-71.13201493,42.39924419
-71.13276253,42.39622356
-71.13052108,42.39828012
-71.12969227,42.39797772
-71.13118094,42.39827792
-71.13130663,42.39847737
-71.13219759,42.39572499
-71.12834038,42.39612525
-71.13217743,42.39789431
-71.13044893,42.39653007
-71.13282314,42.39986896
-71.12833438,42.39852645
-71.12826129,42.39666563
-71.13278694,42.39989025
-71.13032368,42.39856566
-71.13068286,42.39944182
-71.13121781,42.39786668
-71.13085705,42.39802983
-71.12931925,42.39816298
-71.12855527,42.39952002
-71.1298646,42.39703741
-71.13038313,42.39805169
-71.12784484,42.39840757
-71.13012042,42.39851112
-71.13153841,42.39909367
-71.12956381,42.39712181
-71.13127033,42.3976467
-71.13055408,42.39901293
-71.13348881,42.39725046
-71.12951196,42.3987817
-71.13312407,42.39720398
-71.12870502,42.39706701
-71.12987692,42.3984429
-71.13191573,42.39718612
-71.13171942,42.3959183
-71.13003633,42.39684725
-71.12825566,42.39587076
-71.13296595,42.39730625
-71.12908756,42.39971056
-71.13235369,42.39743575
-71.13101644,42.39872581
-71.13014909,42.39781949
-71.13011073,42.39879084
-71.1297267,42.39624849
-71.13020552,42.39822779
-71.13091471,42.39573701
-71.13231251,42.39849616
-71.12784886,42.39768723
-71.13130651,42.39689971
-71.13329468,42.39879825
-71.13104911,42.39751098
-71.13187247,42.40082399
-71.13033344,42.3958334
-71.13345562,42.39714429
-71.12961268,42.39572353
-71.1298912,42.39983141
-71.12847122,42.39629029
-71.13064101,42.39823385
-71.13076945,42.39801327
-71.13021888,42.39595422
-71.12899818,42.40036429
-71.1310262,42.4002339
-71.12948671,42.39783105
-71.13053351,42.39574833
-71.13163395,42.3991198
-71.13006645,42.39935246
-71.12927978,42.39810306
-71.13276357,42.39508811
-71.12891067,42.39565169
-71.13222241,42.39919403
-71.13288495,42.39753486
-71.13411428,42.40075015
-71.13339048,42.39842324
-71.13217359,42.39850544
-71.13132199,42.39723757
-71.13160473,42.39734962
