x,y
-71.08945268,42.35043643
-71.09137575,42.35245665
-71.09017498,42.35009129
-71.08797075,42.35275677
-71.09020595,42.34974469
-71.08913545,42.35222748
-71.09219267,42.3510363
-71.08921903,42.34937845
-71.08782158,42.35078703
-71.09023187,42.35185815
-71.09212437,42.35193289
-71.08961681,42.35157669
-71.08985376,42.35316604
-71.09139131,42.35318156
-71.09178569,42.34985876
-71.09077142,42.35165438
-71.0898343,42.35122467
-71.08889871,42.35197492
-71.09133395,42.34863408
-71.08789082,42.350225
-71.08964067,42.34965983
-71.09078614,42.35078448
-71.09008462,42.35016553
-71.09243438,42.35139128
-71.08910316,42.35145123
-71.0877925,42.35302689
-71.08817384,42.35182236
-71.09079855,42.35118261
-71.09016922,42.35020147
-71.08899834,42.3520688
-71.08861868,42.35122433
-71.0888369,42.3511536
-71.0871796,42.35206134
-71.09007067,42.35146132
-71.08909941,42.35135319
-71.09204149,42.35121789
-71.08964974,42.34964704
-71.09090859,42.35141911
-71.08814622,42.35039085
-71.0900768,42.35044134
-71.08972073,42.35186167
-71.09012111,42.35123258
-71.09066379,42.35071251
-71.08851504,42.35111417
-71.08990452,42.35049257
-71.08803288,42.34991711
-71.09123532,42.3529919
-71.08893776,42.35019652
-71.09081218,42.35390749
-71.09035907,42.35046775
-71.09010055,42.35167965
-71.08950181,42.35213438
-71.08800347,42.3535964
-71.08988628,42.35001881
-71.08970307,42.35161654
-71.08914544,42.35294174
-71.0916379,42.35056293
-71.08944617,42.35156371
-71.0885667,42.35132953
-71.09039681,42.34935807
-71.08942754,42.3503592
-71.09241891,42.35175564
-71.08986176,42.34914147
-71.08729535,42.35205773
-71.08984822,42.3495224
-71.08761781,42.35140161
-71.09001817,42.34982447
-71.09003507,42.35314077
-71.09067013,42.35057489
-71.09252579,42.34947274
-71.08967267,42.35203025
-71.09139964,42.35009712
-71.09077018,42.35065376
-71.09009986,42.35273367
-71.09066677,42.35245041
-71.08915369,42.35001461
-71.09116102,42.35107471
-71.09021286,42.3515619
-71.08934668,42.35045167
-71.08807486,42.35291557
-71.09021218,42.35028909
-71.09083603,42.34980005
-71.0896195,42.35217837
-71.09013832,42.35088407
-71.09129456,42.35022893
-71.09017318,42.35167561
-71.08950436,42.35026936
-71.09057224,42.35117891
-71.09121025,42.35032624
-71.08980791,42.3505474
-71.08956838,42.35169287
-71.09069198,42.35125377
-71.0893673,42.35492338
-71.08854637,42.34953198
-71.0892408,42.34997544
-71.09072303,42.35134772
-71.0906019,42.35313401
-71.0882002,42.35061278
-71.09032415,42.35242384
-71.08780288,42.35125904
-71.09084745,42.35163187
-71.09221709,42.35232477
-71.0917604,42.34978768
-71.08856001,42.35137787
-71.09072044,42.34984685
-71.08799915,42.34990871
-71.09068046,42.35036987
-71.09033047,42.35054803
-71.08845009,42.3510437
-71.08949532,42.35060551
-71.09331504,42.35260396
-71.08943004,42.35259479
-71.09071795,42.35104113
-71.09180315,42.35195968
-71.08908302,42.35012982
-71.0920054,42.34943206
-71.08962166,42.34980258
-71.087342,42.35146715
-71.08902805,42.34903615
-71.09065517,42.34968106
-71.09033405,42.35014598
-71.09214336,42.35040389
-71.08759362,42.35299254
-71.09023575,42.34949549
-71.09228759,42.34966993
-71.09039423,42.35131749
-71.09040968,42.35236999
-71.09257376,42.35039613
-71.09085263,42.34998789
-71.08853239,42.3501332
-71.08989639,42.3504763
-71.09009788,42.35106693
-71.0894912,42.3515158
-71.09147294,42.35032257
-71.08959561,42.35041223
-71.08912966,42.3516841
-71.08980784,42.35043738
-71.09059255,42.3514863
-71.08965499,42.35042056
-71.08973161,42.35061186
-71.0901541,42.35052092
-71.09056391,42.35101048
-71.09106622,42.35083817
-71.09065018,42.3493932
-71.08975757,42.35149248
-71.09016067,42.35060807
-71.09292396,42.35060298
-71.09069941,42.34976264
-71.09090066,42.35228681
-71.09245207,42.35060864
-71.09017186,42.35047988
-71.09072269,42.34821322
-71.08944459,42.35173544
-71.09028088,42.35097557
-71.09042012,42.35081792
-71.08944458,42.35142331
-71.08854244,42.34974648
-71.09038076,42.34990791
-71.09159183,42.34938219
-71.09157179,42.34963608
-71.08932773,42.35124987
-71.09037855,42.35081345
-71.0877053,42.35168587
-71.09214433,42.35016569
-71.08985938,42.34912801
-71.0885431,42.35002485
-71.09028155,42.35128533
-71.08840336,42.35167738
-71.09054481,42.35150638
-71.08714522,42.35263209
-71.08882514,42.35169942
-71.08945002,42.35267121
-71.08889496,42.35190775
-71.09099202,42.35090984
-71.09208122,42.34957538
-71.09215567,42.35164519
-71.08866691,42.35125468
-71.09070778,42.35174159
-71.0903506,42.35222586
-71.08864272,42.3509728
-71.0870732,42.35340844
-71.0892613,42.35050228
-71.09009937,42.35143354
-71.09061095,42.35013169
-71.08897561,42.35187183
-71.08822346,42.35075713
-71.09032854,42.34872634
-71.08984817,42.3513595
-71.08961936,42.35070731
-71.08996935,42.35038678
-71.09170106,42.35189134
-71.08859444,42.34993507
-71.08955562,42.35268959
-71.0916338,42.35140009
-71.09229988,42.35036066
-71.08997621,42.35089307
-71.0889322,42.35263082
-71.09025321,42.35104586
-71.08947898,42.34993745
-71.08925466,42.35064762
-71.08860724,42.34970859
-71.09139202,42.35129592
-71.09081161,42.35172712
-71.09015165,42.35048962
-71.0884767,42.34956083
-71.09266975,42.35049112
-71.0912097,42.35063798
-71.09076961,42.35244517
-71.09155963,42.35135732
-71.08898281,42.35001264
-71.08810887,42.35048769
-71.09042995,42.35159095
-71.0873294,42.350978
-71.08971865,42.35058553
-71.09044897,42.35168242
-71.08792941,42.35028621
-71.09067753,42.35126041
-71.09001703,42.35017776
-71.08748572,42.35170127
-71.09048281,42.35372686
-71.09070602,42.35084641
-71.08920806,42.35101456
-71.09047133,42.35089191
-71.09141124,42.35174954
-71.08961146,42.35101466
-71.09122921,42.35106576
-71.08930569,42.35131407
-71.09128105,42.35143455
-71.08759869,42.35104674
-71.08735496,42.35127121
-71.09028256,42.35168125
-71.08938105,42.35259281
-71.0894023,42.35151349
-71.09050692,42.34903708
-71.08978422,42.35081372
-71.09135118,42.35198313
-71.0886957,42.35100429
-71.08997612,42.35127271
-71.0919722,42.35061449
-71.09040745,42.35040695
-71.09227528,42.35037602
-71.09154648,42.35083926
-71.09276242,42.35166471
-71.08969538,42.35146009
-71.09178117,42.35272063
-71.09093888,42.34972273
-71.08820075,42.35023279
-71.09149932,42.34970983
-71.09052906,42.3524941
-71.09273907,42.35180964
-71.09068228,42.35227019
-71.09106356,42.35016339
-71.08935248,42.35138796
-71.09115456,42.35308168
-71.08985185,42.35040159
-71.08803227,42.35175441
-71.08862586,42.34968196
-71.09098897,42.3508014
-71.09039019,42.3522682
-71.08886075,42.35190257
-71.09047792,42.35000096
-71.08772976,42.35125919
-71.08824837,42.35153312
-71.08834514,42.35053146
-71.09007457,42.35203384
-71.09045402,42.35073483
-71.08880904,42.35064174
-71.08959249,42.35168301
-71.08806973,42.35015515
-71.08872915,42.34972074
-71.08805933,42.35136082
-71.08875169,42.35295364
-71.08898063,42.35052942
-71.08969447,42.35266958
-71.09035119,42.35157253
-71.09021354,42.35022966
-71.09075288,42.35109058
-71.09049494,42.35128204
-71.09066871,42.35031909
-71.0897455,42.34929439
-71.08990267,42.35213612
-71.09163295,42.35313042
-71.091562,42.35250114
-71.09073368,42.3505462
-71.08983067,42.3521618
-71.09243473,42.35056285
-71.09279894,42.34929891
-71.0906465,42.35223039
-71.08924386,42.35124921
-71.09192089,42.34791102
-71.09007009,42.34987197
-71.08975369,42.35047414
-71.09120014,42.35162977
-71.09009815,42.35115712
-71.08880667,42.34917106
-71.09025489,42.35147724
-71.08805813,42.35109258
-71.08791669,42.351865
-71.08950014,42.35110084
-71.08956702,42.35084493
-71.09011176,42.35209221
-71.08920778,42.34985986
-71.09100607,42.35030847
-71.09086677,42.35254697
-71.08987199,42.35048478
-71.09160853,42.35154367
-71.09264791,42.34961492
-71.08876543,42.35202818
-71.09170711,42.34908473
-71.0885094,42.34959611
-71.08904818,42.34953154
-71.09064328,42.34982123
-71.08942637,42.35181739
-71.09039729,42.35000804
-71.08934793,42.35118964
-71.08841547,42.35137003
-71.09024136,42.34898006
-71.08854181,42.35204344
-71.09010206,42.35144795
-71.08992227,42.35092658
-71.08938033,42.3505347
-71.08898396,42.34995393
-71.08959114,42.35180713
-71.09027032,42.34995108
-71.08946465,42.35055606
-71.08937084,42.35044236
-71.09009758,42.34922832
-71.09111915,42.35004236
-71.09034262,42.35157604
-71.08866465,42.35062808
-71.09127295,42.35100104
-71.08898037,42.35051304
-71.08933676,42.35059575
-71.08973895,42.35014932
-71.08912739,42.35141305
-71.08955864,42.35067178
-71.08846049,42.34953455
-71.08854709,42.35196652
-71.087437,42.35112081
-71.09205238,42.34977996
-71.09030107,42.35007637
-71.09029783,42.35269318
-71.0933055,42.35007434
-71.08921605,42.35073551
-71.08962219,42.35182454
-71.09157628,42.35047724
-71.09116387,42.34996234
-71.0876966,42.35093099
-71.09215132,42.34991036
-71.09270445,42.35116091
-71.08917846,42.34911429
-71.09083401,42.35279165
-71.09031277,42.35184751
-71.09057987,42.35033681
-71.09257928,42.35245347
-71.09005264,42.35142647
-71.09147402,42.34854298
-71.08965466,42.35130375
-71.09136002,42.3503253
-71.08763637,42.35111123
-71.09020314,42.35044799
-71.09087287,42.35109492
-71.08979434,42.34978277
-71.09084703,42.3513186
-71.08725362,42.35169584
-71.08873076,42.35083482
-71.09023819,42.35151892
-71.08887453,42.34996743
-71.09056743,42.35038082
-71.08866237,42.35059918
-71.0878003,42.35030017
-71.08990996,42.34968114
-71.08973351,42.35023743
-71.08940728,42.35009503
-71.0889584,42.35238748
-71.0903137,42.35047457
-71.08821315,42.35191446
-71.08994439,42.34937832
-71.08982303,42.35172949
-71.08884697,42.34922611
-71.09045118,42.35129558
-71.08807187,42.35133425
-71.09016012,42.35261027
-71.08823428,42.35126849
-71.0895837,42.35238829
-71.08839065,42.35143873
-71.08978068,42.3517729
-71.09099331,42.35120263
-71.09061661,42.35163512
-71.08836558,42.35024858
-71.09280041,42.35151423
-71.09038444,42.35129248
-71.08911647,42.34980952
-71.08965537,42.35154253
-71.0901104,42.35070317
-71.08903618,42.35187316
-71.09201452,42.35092979
-71.08948731,42.34999621
-71.08813396,42.35014124
-71.08993897,42.35126307
-71.08842869,42.35141283
-71.08885789,42.35053405
-71.08783185,42.35158994
-71.09017768,42.34931202
-71.09088486,42.34998136
-71.09260477,42.35214111
-71.08758698,42.35101451
-71.08921776,42.35046472
-71.0911078,42.35019775
-71.09007792,42.34953298
-71.08863599,42.34951126
-71.08852353,42.35253744
-71.08811854,42.35119593
-71.08890837,42.35098914
-71.08901086,42.35341118
-71.08921922,42.35366711
-71.08929226,42.35041144
-71.09033291,42.35086921
-71.087728,42.35195104
-71.08891953,42.35222501
-71.0906641,42.35075421
-71.09184909,42.35290964
-71.09034216,42.35140937
-71.09281886,42.35093208
-71.08985583,42.34984432
-71.08995498,42.35198861
-71.09124313,42.35032435
-71.0895388,42.35004684
-71.08987864,42.34983676
-71.09153449,42.35127094
-71.08928712,42.35008128
-71.08977439,42.3510767
-71.0890023,42.34992692
-71.09086034,42.34981654
-71.08739758,42.35104101
-71.08885764,42.35021061
-71.08733336,42.35210532
-71.087421,42.3509225
-71.08978447,42.35221388
-71.08913309,42.35134022
-71.08776463,42.35073293
-71.08995021,42.34923828
-71.08713368,42.35129082
-71.08935202,42.35066245
-71.09196445,42.35002501
-71.09185109,42.34995401
-71.09004064,42.34960285
-71.089692,42.35139333
-71.08886342,42.35140677
-71.08863828,42.350416
-71.09235399,42.35154291
-71.08951093,42.35111342
-71.09202128,42.35020736
-71.08852665,42.35091767
-71.09158423,42.35075698
-71.08903457,42.34978475
-71.09053363,42.34996212
-71.09099923,42.35163068
-71.08949061,42.35306178
-71.08854323,42.35091113
-71.09054461,42.35068799
-71.08902156,42.35233986
-71.08981579,42.35008027
-71.09043593,42.35036217
-71.0901293,42.35092012
-71.08902272,42.35023442
-71.09187752,42.35108952
-71.08905279,42.3500676
-71.09074101,42.34955934
-71.09095431,42.35184861
-71.08893492,42.35143922
-71.08828698,42.35007959
-71.09036377,42.35032264
-71.09159602,42.35104575
-71.09237618,42.35062234
-71.09115525,42.35050871
-71.08987058,42.34997285
-71.08998794,42.35113488
-71.09150878,42.3482193
-71.08838399,42.35039779
-71.09017707,42.35191235
-71.09019736,42.35024006
-71.08903785,42.35104842
-71.08861499,42.35221457
-71.09126881,42.35116659
-71.08881013,42.3529686
-71.08976837,42.35113508
-71.08968593,42.35088764
-71.09119846,42.35003192
-71.08964233,42.3495634
-71.08835703,42.35073354
-71.09091282,42.35043375
-71.08892267,42.34969558
-71.09068778,42.34989322
-71.0886332,42.35068813
-71.0920872,42.35156129
-71.09013306,42.35097198
-71.08917765,42.35114968
