x,y
-71.10395952,42.35553821
-71.10381394,42.35666268
-71.10418822,42.35421179
-71.10466842,42.35532382
-71.10098484,42.35603031
-71.10465487,42.35562393
-71.10444791,42.35415345
-71.10643757,42.3539361
-71.10468345,42.35305244
-71.10151144,42.35508892
-71.10260951,42.35589658
-71.10182799,42.35518462
-71.10242173,42.3549445
-71.10351701,42.35336842
-71.10137331,42.35512508
-71.10275739,42.35491845
-71.10473286,42.35630053
-71.10056384,42.35585755
-71.10323958,42.35618472
-71.10569415,42.35433258
-71.105278,42.35646287
-71.10349649,42.3547397
-71.10242567,42.35572161
-71.10544691,42.35469351
-71.10424137,42.35370765
-71.1024245,42.35541838
-71.10054883,42.35403409
-71.10417975,42.35585799
-71.10438151,42.35454075
-71.10429984,42.35394226
-71.1011785,42.35377539
-71.10516653,42.35373756
-71.10413586,42.35579378
-71.10347548,42.35565054
-71.10572874,42.35657897
-71.10512652,42.35445382
-71.10330612,42.35403017
-71.10335365,42.35495145
-71.10512676,42.35465558
-71.10307629,42.3565548
-71.10405032,42.35565842
-71.10227374,42.35554052
-71.1020348,42.35647249
-71.10379146,42.35593889
-71.10152498,42.356471
-71.1040588,42.35400944
-71.10155471,42.35541955
-71.10311527,42.35586276
-71.10463294,42.35303941
-71.10028502,42.35539495
-71.10322068,42.35447254
-71.10373757,42.35477102
-71.10266223,42.35609145
-71.10260271,42.35629924
-71.10446458,42.35639322
-71.10228689,42.35506795
-71.10594275,42.35362041
-71.10287976,42.35664509
-71.10170465,42.35372712
-71.1035409,42.35471004
-71.10451515,42.35395488
-71.10169596,42.35466502
-71.10721974,42.35453667
-71.1025052,42.35486507
-71.10549885,42.35505139
-71.10579273,42.35648144
-71.10360963,42.35276801
-71.10320061,42.35514685
-71.10097052,42.35555359
-71.10276402,42.35520943
-71.10719108,42.35635132
-71.10334734,42.35545935
-71.10164564,42.3558023
-71.10384774,42.35604835
-71.10431818,42.35493307
-71.10223337,42.35580093
-71.10310007,42.35564066
-71.1014406,42.35580871
-71.1044041,42.35620187
-71.10302163,42.35512682
-71.10623848,42.35564929
-71.10119456,42.35617208
-71.10395405,42.35596619
-71.10303664,42.35478694
-71.10271195,42.35632632
-71.10348128,42.35639431
-71.10366198,42.35586552
-71.10018401,42.35589021
-71.10223091,42.35609464
-71.0999226,42.35438252
-71.104909,42.35590121
-71.10307476,42.35320596
-71.10566326,42.35458811
-71.10210267,42.35499394
-71.10602873,42.35580983
-71.10466188,42.35609926
-71.10498503,42.35630955
-71.10370413,42.35498766
-71.10374143,42.35432341
-71.10561841,42.35532515
-71.10406635,42.35568892
-71.10180728,42.35627154
-71.10266101,42.35364514
-71.10129641,42.35509097
-71.10136545,42.35367739
-71.10634375,42.35378715
-71.10415506,42.35642565
-71.10318251,42.35454969
-71.10285133,42.35589262
-71.1041865,42.35469567
-71.10591894,42.35444857
-71.10390761,42.35582804
-71.10486081,42.35590401
-71.10404171,42.35625603
-71.10160579,42.35584731
-71.10586148,42.35524617
-71.10478921,42.35586369
-71.10742213,42.3552888
-71.10245006,42.3541789
-71.10388917,42.35425771
-71.10258636,42.35471952
-71.10184225,42.35472562
-71.10537475,42.35569216
-71.10565556,42.35367795
-71.10568578,42.35571149
-71.10486582,42.35665612
-71.10522666,42.35444298
-71.10455318,42.35488338
-71.10414161,42.35450067
-71.10285833,42.35588704
-71.1039892,42.35597507
-71.10162505,42.35383585
-71.10270793,42.35437459
-71.1029953,42.35552068
-71.10345697,42.3565144
-71.10119475,42.35527461
-71.10161206,42.354706
-71.10252916,42.35355807
-71.10278377,42.35630135
-71.10078666,42.35435785
-71.10544143,42.35408818
-71.10144849,42.35578381
-71.10359516,42.35478991
-71.10214701,42.35352875
-71.10447015,42.35439256
-71.10516509,42.35368784
-71.10231018,42.35507414
-71.1009308,42.35360966
-71.10453241,42.3547333
-71.10389374,42.35454609
-71.10550935,42.35525101
-71.10482901,42.3556538
-71.10238298,42.35590413
-71.10417605,42.35458125
-71.10574474,42.35534143
-71.10631591,42.35534412
-71.10422071,42.35657457
-71.10362895,42.35400965
-71.10549591,42.35484863
-71.10549064,42.35518955
-71.10343982,42.35593035
-71.10540807,42.35424777
-71.10390886,42.3554756
-71.10496436,42.35607619
-71.10568485,42.35351613
-71.10338947,42.35588098
-71.10426545,42.35389275
-71.10595555,42.35405336
