"","x","y"
"1",-71.1191990033707,42.3728179066463
"2",-71.1186927056475,42.3737044270609
"3",-71.117554046429,42.374829494835
"4",-71.1184995780619,42.3726522137388
"5",-71.1196243077248,42.3735307923906
"6",-71.1191616932051,42.3757509553709
"7",-71.1188941821809,42.3733322387962
"8",-71.1193070140639,42.3719659640857
"9",-71.1188185664805,42.3715163370349
"10",-71.1180641344001,42.3738122414218
"11",-71.1175200029645,42.3727185556652
"12",-71.1195226913432,42.3729257679321
"13",-71.1185480765192,42.3726758805931
"14",-71.1174274861175,42.3728702204122
"15",-71.1182444374758,42.3727531745098
"16",-71.1185487596168,42.3734549528109
"17",-71.1189631742799,42.3730387569327
"18",-71.1178328606939,42.3725970281112
"19",-71.118639164357,42.3731948617665
"20",-71.1175921550452,42.3739983033641
"21",-71.1193862204548,42.3732875926364
"22",-71.1195770980788,42.3729212714074
"23",-71.1177962090616,42.3731907496278
"24",-71.11780221202,42.3738712863047
"25",-71.1191020243248,42.3745571776145
"27",-71.1181318838325,42.3719215224359
"28",-71.11841740283,42.3721777906729
"29",-71.1188641311162,42.3719568091991
"31",-71.1166485004446,42.3721275120292
"32",-71.1181574415693,42.3735434610061
"33",-71.1190813817127,42.3709556998782
"34",-71.1192010900363,42.3731106012512
"35",-71.1188520940137,42.373674124247
"38",-71.1175683283015,42.3726908654196
"39",-71.1185543969839,42.3726689354187
"40",-71.1171108739409,42.3715843366982
"41",-71.1186554947441,42.3720323046971
"42",-71.1180198909368,42.3732359839007
"43",-71.1186937640539,42.3740922725906
"44",-71.1185938584503,42.3748080802634
"45",-71.1189863078108,42.3728448863891
"46",-71.118247092866,42.3734338108815
"47",-71.1189172834434,42.3737836149608
"48",-71.1177038241084,42.373747976439
"49",-71.1188402151004,42.3709669452465
"50",-71.1174825157353,42.3737468042447
"51",-71.1187619566559,42.3725265728919
"52",-71.1193962404639,42.3720920490077
"53",-71.1185329470726,42.3719883602116
"55",-71.1184938268658,42.3718129664222
"56",-71.1185789252639,42.3737647702884
"58",-71.1182709959199,42.3735442112142
"59",-71.1190023218197,42.3727974893738
"60",-71.1193311179584,42.3735548770997
"61",-71.1188566326409,42.3734937458254
"62",-71.1187137514336,42.3743789525216
