"","x","y"
"1",-71.0480521156698,42.3510196947616
"2",-71.0492827759405,42.3482987359394
"4",-71.0519844758385,42.3503870455949
"7",-71.0486583649803,42.3514635055587
"8",-71.0496890530215,42.3507837577623
"9",-71.0477465436179,42.3504492613745
"10",-71.0509241743411,42.3519486121867
"11",-71.0495199587194,42.3518600137051
"12",-71.0489600630602,42.3501515851024
"13",-71.0477975022549,42.3501369284149
"14",-71.0493854466618,42.3503100704928
"15",-71.0499913615351,42.3492299602853
"17",-71.0493785387475,42.3502752728386
"18",-71.0508057079699,42.3495992724161
"19",-71.0514813571898,42.3504260025424
"20",-71.0496341534259,42.3510288013812
"21",-71.0479873961008,42.350006887478
"22",-71.0486471714811,42.351973230065
"23",-71.0475655532265,42.3509407046911
"24",-71.0502272241437,42.3498787077906
"25",-71.0488524830618,42.351526038638
"26",-71.0481165728826,42.3512945786928
"27",-71.0511063365193,42.3500228642117
"30",-71.0479572910137,42.3508343548952
"31",-71.0507069084732,42.348736088556
"32",-71.0489869257678,42.3494324653795
"33",-71.0474015408146,42.3498989238612
"34",-71.0486983942443,42.3510083021065
"35",-71.0493512431836,42.3513002119974
"36",-71.0477960274274,42.3491303487933
"37",-71.0505596566613,42.3508206271184
"38",-71.0489607919225,42.3512190605583
"39",-71.0515707007487,42.3510248473612
"40",-71.0495695288909,42.3515254941904
"41",-71.0517273170677,42.3491417236019
"42",-71.0493230646688,42.3506957067096
"43",-71.0495358718549,42.3511857776681
"44",-71.0490802567403,42.3499942219774
"46",-71.049126503246,42.3508985232322
"47",-71.0487280272062,42.3505958380326
"48",-71.0480777141777,42.3515841132566
"49",-71.0490648259172,42.3518822987505
"50",-71.0484785197681,42.3494884122151
"51",-71.0493298431319,42.3517989967372
"52",-71.0508548791122,42.3513266247987
"53",-71.0501971588649,42.3500285053917
"54",-71.0476654829364,42.3513010510683
"55",-71.0483253865345,42.3518167282922
"56",-71.0500628673291,42.3518871710151
"57",-71.0489785035249,42.350997719501
"58",-71.049114534402,42.3503360399024
"61",-71.0500024790303,42.3513402703501
"62",-71.0502422766721,42.3523627301478
"64",-71.0474611711398,42.350525275111
"65",-71.0501803858319,42.3505501970609
"68",-71.0501331033446,42.3502303794472
"70",-71.0494914620251,42.3500782186497
"71",-71.0522166826851,42.3517040059954
"73",-71.0519252327345,42.350966876643
"74",-71.0499706036152,42.3489030108275
"76",-71.0509209032901,42.3491630104686
"77",-71.0484153209694,42.3498875248726
"79",-71.0508486272311,42.3498507441693
"80",-71.0497014834245,42.350349546603
"81",-71.0495063599434,42.3512588097757
"82",-71.0507940782199,42.3509408463656
"83",-71.0500462141051,42.349061961596
"85",-71.0487390857359,42.3508190425319
"86",-71.0509296768544,42.3517001276406
"87",-71.0497319322908,42.3485230525075
"88",-71.047979362334,42.3502107297263
"89",-71.0477621500728,42.349664491441
"90",-71.0486134380873,42.3494447491348
"91",-71.0478137137927,42.3505963876279
"92",-71.0484302392427,42.3510771211879
"93",-71.0506166530904,42.3496129067694
"95",-71.0497593895447,42.3504421308635
"96",-71.051296847234,42.3508432416454
"97",-71.0497608754311,42.3515958839769
"99",-71.0504120297443,42.3521587691507
"101",-71.0483862812012,42.350576466464
"102",-71.0482577068124,42.3500022406462
"103",-71.0486863264875,42.349084867206
"104",-71.0502549345056,42.3499528793106
"105",-71.0494005687236,42.3508903844162
"106",-71.0513333588937,42.3502570009889
"107",-71.0489338786026,42.3518786151372
"108",-71.0495708204232,42.3505267279179
"109",-71.051780805945,42.351126064109
"110",-71.0493833896323,42.3523566018269
"112",-71.0489130160556,42.3515083343673
"113",-71.0501584425091,42.350070349415
"114",-71.0502935497201,42.3522407349332
"115",-71.0493473195407,42.3504898043772
"116",-71.0491836620263,42.35097795758
"117",-71.0507186289971,42.3526563510207
"118",-71.0482620194456,42.3505058932131
"119",-71.050675190651,42.3503434407772
"122",-71.0494824707738,42.3507521971142
"125",-71.0505312748812,42.3510392137902
"126",-71.0489676089582,42.3518086490642
"127",-71.0517140265896,42.350952861967
"128",-71.0503953913935,42.3503795000032
"129",-71.050209787941,42.350361518698
"130",-71.0490695841877,42.3509231485637
"131",-71.0490989989469,42.3495778347977
"132",-71.0477640704411,42.3514744775723
"133",-71.049631640809,42.3515426630671
"134",-71.0484552972205,42.3509053906594
"136",-71.0510475573554,42.3514562078572
"137",-71.049611925171,42.3520534699283
"138",-71.0496994625395,42.3510751520104
"139",-71.0486721502234,42.3509605845234
"142",-71.0497945170292,42.3472854199728
"143",-71.0482978970625,42.3517604989456
"144",-71.0496599006474,42.3490182521874
"145",-71.0481207816235,42.3507886474624
"146",-71.0508278697974,42.3521305533731
"147",-71.0481035609445,42.351099629717
"148",-71.0501984776272,42.3509714054682
"150",-71.0491555508274,42.3475741269785
"152",-71.0498125790315,42.349006574616
"153",-71.0509729860578,42.3509664977713
"155",-71.0481446494629,42.3507030306387
"156",-71.049244154494,42.3506927909097
"158",-71.0474604053127,42.3493205816171
"159",-71.0497089854208,42.3496183415165
"160",-71.0497567817699,42.3497175902461
"161",-71.0504836605605,42.3505922551337
"162",-71.0506651891661,42.3505393795311
"163",-71.0492950826201,42.3515975842184
"165",-71.0498267454424,42.3518797855075
"166",-71.0503152560556,42.3499553365911
"167",-71.050650040274,42.3506844007986
"168",-71.0491925637205,42.3492665873064
"170",-71.0499841093392,42.3506272458928
"172",-71.0492896592547,42.3480021841788
"173",-71.0486034072699,42.348492648555
"174",-71.0501324899138,42.3517391267394
"175",-71.0518132791337,42.3519581482943
"177",-71.0505969494334,42.3516039421335
"178",-71.0510371116447,42.3499816836195
"179",-71.0482298179513,42.3508598490345
"180",-71.0486698538225,42.350402002236
"181",-71.0491168596857,42.3500072096352
"182",-71.049101459451,42.3501791285253
"183",-71.0491667173538,42.3513695779716
"184",-71.0492933642516,42.3501487898516
"185",-71.0485499024334,42.3512106823904
"186",-71.0503337205136,42.3527623316745
"187",-71.0505352799092,42.3494082621726
"188",-71.0503295333436,42.3511292833805
"191",-71.0478784339158,42.3500960997508
"192",-71.0500757752071,42.350947755449
"194",-71.0518355092385,42.350398743845
"195",-71.0495302844279,42.3511719318681
"196",-71.0513940906241,42.3519647515416
"197",-71.049835458109,42.3516906385109
"198",-71.0499966448141,42.351524606653
"202",-71.0498573430214,42.3504967394261
"203",-71.04851524251,42.3509887207029
"204",-71.0492914052887,42.3495588653397
"205",-71.0510637131366,42.3517370211439
"206",-71.0498250777546,42.3511301181984
"209",-71.0502016964649,42.351943846461
"210",-71.0484859151526,42.3481007723378
"211",-71.0501160015619,42.3527037637067
"213",-71.0479445173901,42.3505976497472
"214",-71.0485615788248,42.3509227985157
"217",-71.0500047642241,42.3506318404137
"218",-71.0502000765574,42.3501546174428
"219",-71.0501295438651,42.3494990344726
"220",-71.0492901947346,42.3506898695171
"221",-71.0500732927358,42.349864825348
"222",-71.0507620822764,42.3523940502703
"223",-71.0496876607006,42.3502755471582
"224",-71.0486934490509,42.3518827554062
"226",-71.0510964603286,42.3529553121617
"227",-71.050157988018,42.3510411985822
"228",-71.051192991004,42.3516172520697
"229",-71.0505215520828,42.3527065080159
"230",-71.0491299796839,42.3506087116268
"231",-71.0505016568084,42.348798879936
"232",-71.0479465854623,42.3509751339034
"234",-71.0497476471289,42.3509938760193
"235",-71.0476869610592,42.3504828142583
"236",-71.0507519499559,42.3501698452385
"238",-71.0503940382316,42.3525706397897
"239",-71.0493050336442,42.3498947699619
"240",-71.0502089922085,42.3497488980959
"241",-71.0516836558529,42.3515687613511
"242",-71.0495171046313,42.348536594287
"243",-71.0507188251126,42.350288417677
"244",-71.0490530618703,42.3498663163968
"247",-71.0501083188805,42.351667637269
"248",-71.0480207792983,42.3497745880936
"249",-71.0485537464079,42.348677085733
"250",-71.0499455830636,42.3506040957336
"251",-71.050503040609,42.3513112982054
"252",-71.0492496875156,42.3501153898138
