x,y
-71.09146214,42.36219467
-71.09042009,42.36209367
-71.09056821,42.36175741
-71.09069916,42.36082809
-71.09058872,42.36143335
-71.09021685,42.36286892
-71.09107964,42.36260843
-71.09209005,42.36130604
-71.0921206,42.36301813
-71.09132119,42.36144653
-71.08979921,42.36141948
-71.09147773,42.36048882
-71.09028479,42.36165823
-71.09067281,42.3632999
-71.09222103,42.36235354
-71.09246434,42.36290196
-71.09384996,42.36199111
-71.09092928,42.36202052
-71.09041076,42.36182516
-71.0905382,42.36409079
-71.09067994,42.3619081
-71.08980588,42.35964758
-71.09413858,42.36271926
-71.09229321,42.36182582
-71.09058161,42.36245262
-71.09244535,42.36215012
-71.09016857,42.36270646
-71.09263623,42.3631214
-71.09107525,42.36078247
-71.0918469,42.36209982
-71.09094689,42.36335776
-71.09230977,42.36098916
-71.0912348,42.3623092
-71.08994171,42.36283783
-71.09218018,42.36011995
-71.09215626,42.36349791
-71.09336468,42.36343511
-71.09191936,42.36250842
-71.090593,42.36344725
-71.09202438,42.36126181
-71.09075698,42.36258938
-71.09045812,42.36132304
-71.08999488,42.3593745
-71.09003567,42.36315022
-71.09308158,42.36086251
-71.09134996,42.36327681
-71.09062503,42.36145204
-71.08973364,42.36235744
-71.09091122,42.36225635
-71.09197704,42.36122039
-71.09267192,42.36141097
-71.09184931,42.3622555
-71.09267797,42.36290066
-71.09038315,42.36424165
-71.09189631,42.36217808
-71.09054385,42.36362597
-71.09339577,42.36363204
-71.09075391,42.36384347
-71.09130183,42.36156601
-71.09232127,42.36318948
-71.09256618,42.36311157
-71.09178826,42.36256638
-71.09003,42.36162269
-71.09209304,42.36174961
-71.08982644,42.36215235
-71.09341775,42.36212532
-71.09120063,42.36313598
-71.09326929,42.36196847
-71.09386359,42.36285827
-71.09149973,42.36297351
-71.09160792,42.36087455
-71.09080461,42.36178851
-71.09232876,42.36114203
-71.09377816,42.36172198
-71.09015641,42.36193501
-71.09486599,42.36157344
-71.09238032,42.36285004
-71.09026314,42.36317267
-71.09164237,42.36386828
-71.08956571,42.35915581
-71.09031055,42.36355582
-71.09005256,42.36232706
-71.08985507,42.36267719
-71.09098715,42.36018033
-71.09336743,42.36137272
-71.08977932,42.36192472
-71.09147237,42.36152637
-71.09092748,42.36279672
-71.09406802,42.36299721
-71.09068363,42.36200259
-71.09090072,42.36292014
-71.09093661,42.36012546
-71.09147815,42.36214868
-71.09175685,42.36272979
-71.09034119,42.36208839
-71.08946815,42.36044654
-71.09277268,42.36302123
-71.09109299,42.36190161
-71.09142249,42.36213401
-71.09012991,42.36299187
-71.09142489,42.36121848
-71.09035558,42.36280535
-71.09173948,42.36252675
-71.09250293,42.36106073
-71.09073998,42.36408614
-71.09150389,42.36303958
-71.09230341,42.36052539
-71.09010569,42.36247478
-71.0902089,42.3619257
-71.09134625,42.36115627
-71.09019323,42.36308184
-71.09067257,42.36131937
-71.08985805,42.36286147
-71.09022149,42.36176794
-71.0913786,42.36278765
-71.0905259,42.36216101
-71.09180134,42.36059957
-71.09287103,42.3619816
-71.091717,42.36057212
-71.09142779,42.36232893
-71.09023613,42.36272256
-71.09009906,42.36078543
-71.0895377,42.36110632
-71.09130617,42.36049352
-71.09250136,42.36159762
-71.09135618,42.3627758
-71.09126119,42.3627963
-71.09236994,42.36045057
-71.09328121,42.36156392
