"","x","y"
"2",-71.1120732040827,42.3095524928527
"3",-71.1186801189291,42.3099006094895
"4",-71.1131578127756,42.3044182230156
"6",-71.121440709112,42.3089995711015
"7",-71.1138771668118,42.3074178697825
"10",-71.1157384116781,42.3102644015468
"11",-71.1132495179534,42.3074251163255
"14",-71.1189087903469,42.3102697995687
"15",-71.1219719663162,42.3046864503705
"20",-71.1224037203379,42.3059724077227
"21",-71.1186277047329,42.3099256946584
"22",-71.1263818041851,42.3059999574653
"23",-71.1272595108756,42.3103419255898
"25",-71.130725027064,42.3111228042185
"26",-71.1210885475842,42.3117733988082
"29",-71.1228091816479,42.3065436650679
"31",-71.1261822301095,42.311791030363
"32",-71.1159747164599,42.3062599453393
"33",-71.11288573893,42.3067065960853
"34",-71.121790415267,42.3045225366373
"35",-71.11745899315,42.3072211417819
"37",-71.1144683673363,42.303479287591
"39",-71.1177438847737,42.310409357163
"40",-71.1152823062151,42.3055994324366
"43",-71.1261525023872,42.3073887825317
"44",-71.1167249548403,42.3072263557293
"46",-71.1214756438013,42.3060096775058
"49",-71.1202520295473,42.3074127846005
"50",-71.1187867680404,42.3103008137888
"52",-71.121488488089,42.309393451819
"53",-71.1333014181241,42.3100308113213
"57",-71.1155563767406,42.3049939728353
"60",-71.120615589405,42.3102331604181
"61",-71.1177509395791,42.3105330519056
"62",-71.1204709604206,42.3124423973427
"63",-71.1210024132985,42.3097204884692
"64",-71.1235036842716,42.311999653744
"65",-71.1261519855962,42.3139580213437
"67",-71.1130450388167,42.3087890697202
"68",-71.115911045934,42.3080923597128
"69",-71.1222359267355,42.311375524087
"70",-71.1144813234366,42.3103401442038
"73",-71.1173762933933,42.3073640607043
"75",-71.1127691452193,42.3082507184462
"76",-71.1211200845585,42.3109451350087
"78",-71.129028522148,42.3106887144593
"80",-71.1173479034987,42.3077111531975
"81",-71.1226695442272,42.3119743486029
"82",-71.1193864050705,42.3057137344284
"84",-71.1210016755643,42.3074027249851
"86",-71.118043685071,42.3088891188548
"88",-71.1221053808749,42.3071123475441
"90",-71.1173159333706,42.308791200851
"91",-71.132464330072,42.3080185587917
"96",-71.1142766689451,42.3059486251487
"97",-71.1141172786509,42.3067031437099
"100",-71.1216324219162,42.3123276754183
"103",-71.1272546587708,42.3077429030857
"104",-71.1282513192716,42.3104849269966
"105",-71.1195015579508,42.3094515419794
"107",-71.1194844260467,42.3041879791803
"109",-71.1143146443677,42.3086434724925
"110",-71.1298478840615,42.3094812547822
"111",-71.122661304144,42.3075975826242
"112",-71.1165877535076,42.3049245757994
"113",-71.1189279078123,42.3045484325983
"114",-71.1215556012303,42.3066771127343
"115",-71.1179919238783,42.306884487247
"116",-71.118884194501,42.3104258073564
"117",-71.1184579276576,42.31114044565
"119",-71.1211314183839,42.309908785921
"120",-71.1206356875765,42.306536191416
"121",-71.1243955784429,42.307177385957
"122",-71.122376986842,42.3081196322008
"125",-71.1184247195762,42.3091670635372
"126",-71.1166085885908,42.3072002431766
"127",-71.12850623204,42.3071721116341
"129",-71.1241398792444,42.3043619818151
"130",-71.1248761661805,42.3118590141327
"131",-71.1279615555191,42.3072607548664
"132",-71.1213457639897,42.3087150986044
"134",-71.1116756840121,42.3078330443452
"137",-71.1212090069926,42.3097137453891
"138",-71.1172648649036,42.3097647557031
"139",-71.121724621621,42.3079646639572
"143",-71.1200383162502,42.3094439804423
"147",-71.1276757229621,42.3084866971018
"148",-71.113247195719,42.3090805890284
"150",-71.1183611054401,42.3038427624041
