"","x","y"
"2",-71.0647625609924,42.365420764125
"4",-71.0641570555288,42.3659230341315
"5",-71.0632951183875,42.3665685361915
"6",-71.0626945319206,42.3660518096455
"7",-71.0626483775526,42.3657329490143
"8",-71.0598513927431,42.3659875856675
"15",-71.0622583508637,42.3654835752912
"17",-71.0617083953238,42.364956691949
"21",-71.0627224122078,42.366190160709
"22",-71.0638591063153,42.3652294195248
"23",-71.0636919697273,42.3658663762914
"28",-71.0638919379046,42.3661488174616
"29",-71.0634592856469,42.3651504167973
"34",-71.0614249977126,42.3656933011099
"35",-71.0630315082424,42.3648380509359
"37",-71.0635160328205,42.365441037772
"38",-71.0643309064859,42.3652338898954
"42",-71.0639808684536,42.3651897088685
"44",-71.0641020779973,42.3649647136594
"47",-71.0627243319829,42.3664992713935
"48",-71.061630429343,42.3674254827673
"50",-71.0631905951192,42.3664179501071
"51",-71.0635629368467,42.3650621941945
"53",-71.0633148594657,42.3648740055445
"54",-71.065740168133,42.3645788170342
"57",-71.0649031743635,42.364823979634
"58",-71.0632860109544,42.3653822965687
"59",-71.0650415337714,42.3643054584801
"60",-71.0613770369388,42.3648507443005
"61",-71.0624393386027,42.3660888871949
"62",-71.0622171607113,42.3660601381899
"63",-71.0637296947533,42.3636675021304
"65",-71.0627336618164,42.3660360404757
"68",-71.0614350259706,42.3651397698
"69",-71.0641087213357,42.3656842377278
"71",-71.0614186901601,42.3659850058394
"72",-71.0644251485304,42.3652970580898
"74",-71.0624601765944,42.3643988247875
"77",-71.0651195175165,42.3638465635126
"78",-71.0637675058481,42.3662158823601
"80",-71.062052685841,42.3662350050706
"82",-71.0642114334374,42.3644371963245
"85",-71.0626797391387,42.3658756445662
"87",-71.0651885665211,42.3645634845468
"88",-71.0624852427802,42.366788730461
"90",-71.0630818959396,42.3656797723359
"92",-71.0618683719975,42.3658441777623
"93",-71.0613375428439,42.3658812900931
"96",-71.0627445899185,42.3644814299274
"97",-71.060640155957,42.3650994624876
"98",-71.0628990747617,42.3665241581417
"101",-71.0615154364654,42.3666205329162
"102",-71.0641686201517,42.3637064433517
"105",-71.065740684791,42.3643514832087
"107",-71.0641894675857,42.3650027895113
"108",-71.0648933010833,42.3651328143152
"109",-71.0621455443725,42.3673420324475
"112",-71.0643999716078,42.3647728809538
"113",-71.0639328395692,42.3659868351017
"114",-71.0640129331644,42.3654055598585
"115",-71.0625650198287,42.3653844549084
"117",-71.0635647318553,42.3662928897497
"119",-71.0635176935343,42.3650997234363
"122",-71.0630693165026,42.3666044313396
"123",-71.0622275581097,42.3653482677328
"124",-71.0638130284551,42.3654387265076
"127",-71.0635921833491,42.3661661678466
"128",-71.0641857652508,42.365848115844
"129",-71.0634536787584,42.3637550583445
"130",-71.0636976327165,42.3656991229524
"132",-71.0615702389284,42.3662643687258
"133",-71.0629301587088,42.3656717924932
"139",-71.0638620958078,42.365467701047
"140",-71.0640281158027,42.3643444185124
"142",-71.062097018175,42.3642468395871
"143",-71.063915573993,42.3660580434933
"144",-71.0636550733591,42.3645549884628
"145",-71.0638259830689,42.3661950597706
"148",-71.0641090876226,42.3655680092897
"150",-71.0604772162038,42.3662474720853
"153",-71.0640899141258,42.3650102612327
"154",-71.0647670018886,42.3652080470807
"155",-71.0647158137518,42.3642642369207
"157",-71.0628648671676,42.3667366134588
"158",-71.0641299434931,42.3645725918546
"159",-71.064304991525,42.3645389929379
"160",-71.0638540756249,42.3641471657934
"161",-71.0613695780181,42.364119757873
"164",-71.0609768390832,42.3659055992027
"165",-71.0645668789149,42.3652059133369
"168",-71.0621419035481,42.3642066229854
"169",-71.0622239793589,42.3662733584788
"172",-71.0622928571297,42.3663591010749
"173",-71.065038828728,42.3648439117332
"174",-71.0632171217978,42.3657482346118
"177",-71.0639062101326,42.3650930803713
"182",-71.0635560618484,42.3642097685094
"187",-71.0627175514134,42.3652863255988
"188",-71.0628306411675,42.3653548897172
"189",-71.0652395580375,42.3640270952653
"192",-71.0613165164487,42.3661389343893
"193",-71.0645673074424,42.3640488803107
"194",-71.0645493216522,42.3656268350165
"195",-71.0646702089338,42.3638724864
"196",-71.0635379463759,42.3659321720282
"197",-71.0643520976964,42.3657442402322
"198",-71.0625415601196,42.365709971642
"199",-71.0652506426557,42.364912154012
"202",-71.0650342502576,42.3649127002641
"203",-71.0656336646223,42.3645592891301
"206",-71.0637942022712,42.3656057463896
"209",-71.0633637772966,42.3647544367479
"210",-71.0621577019342,42.3645142233231
"211",-71.0642087179896,42.3650225035684
"215",-71.0641002330691,42.364102472394
"216",-71.0636562013283,42.3659654510703
"217",-71.063989460039,42.3642633725928
"218",-71.0650047817324,42.3640988986801
"219",-71.065541871802,42.3638278612242
"221",-71.0621118126865,42.3663165606139
"222",-71.0634297447831,42.3663147565933
"223",-71.0626341429441,42.3655036595389
"226",-71.0655182472378,42.364708204353
"227",-71.0640459689669,42.3642287961324
"228",-71.063095369363,42.3662027511433
"232",-71.0626724174635,42.3659535293124
"236",-71.0634219557662,42.3654474708639
"237",-71.0637799074845,42.3647831845592
"238",-71.0623540973454,42.3658732426888
"239",-71.0627589381703,42.3661215877898
"240",-71.0619994489725,42.3671714113147
"244",-71.0649358514614,42.3648633430872
"245",-71.0634636487969,42.3660823779629
"252",-71.0639934472067,42.3653186453939
"253",-71.0615237175544,42.3660836824675
"258",-71.0621252431165,42.3658914794378
"260",-71.0630907775693,42.3658987245349
"261",-71.06377158495,42.3662183153488
"263",-71.0628908182107,42.3647502186448
"266",-71.0640401183991,42.3641575239566
"268",-71.0639291340009,42.3640299467561
"272",-71.0649346463213,42.3649495132387
"273",-71.063965577423,42.3653619109447
"274",-71.0601341846377,42.3658162784883
"276",-71.0624285817204,42.3652229130656
"279",-71.0624452481073,42.366594053226
"282",-71.063917987364,42.3644327274402
"286",-71.0645625102497,42.3655181300914
"287",-71.0629405357059,42.3670120553672
"288",-71.0640605452931,42.3650191112124
"289",-71.0631613905206,42.366084376364
"290",-71.0654968056483,42.3645689676709
"291",-71.0617120118367,42.3649298594899
"292",-71.0629966119873,42.365628710975
"294",-71.0632765607314,42.365217841305
"297",-71.0627049237813,42.3657151820621
"298",-71.0633049280747,42.3655296771445
"299",-71.0629007397924,42.3660886494726
"300",-71.0613471164437,42.3657237848614
"301",-71.0648096755181,42.3643154211155
"303",-71.0641606870145,42.365333623546
"304",-71.0630189343214,42.3654894164883
"305",-71.0651353083885,42.3646105015009
"306",-71.0635184813183,42.3645369562055
"307",-71.0628974847642,42.3651128660972
"309",-71.0629862983914,42.3667362855141
"311",-71.0613087281094,42.3653675485633
"312",-71.0626463246343,42.3640727007311
"313",-71.0647206457145,42.3650497025125
"315",-71.0635481545285,42.3652872331859
"316",-71.062681116288,42.3649178419969
"317",-71.0635735016086,42.3652747513442
"318",-71.0644133894234,42.3654285158559
"319",-71.0644247662081,42.3644544114943
"320",-71.064446045772,42.3648362295179
"321",-71.0632752501397,42.3646984001085
"323",-71.062671634732,42.3659492402323
"325",-71.0631686065808,42.3659000750868
"331",-71.0642145898677,42.3653269885413
"333",-71.0637133852949,42.365624461853
"336",-71.0627835114505,42.365585156519
"337",-71.0614935291322,42.3656714988186
"338",-71.0654150325705,42.3641363143012
"340",-71.0643879993806,42.3653357268507
"341",-71.0632712627608,42.36497393097
"342",-71.0649868767907,42.3651835883111
"343",-71.0656453269984,42.3646007367675
"344",-71.0639132429133,42.3648166452754
"346",-71.0648012729898,42.3642737927005
"347",-71.064203540407,42.3657951695968
"349",-71.0628050770585,42.3659357284631
"350",-71.0627439484261,42.3654272344814
"351",-71.0622568372563,42.3668170849491
"352",-71.0639689781861,42.3655954030204
"353",-71.0628796185301,42.3655313095206
"354",-71.0628499817927,42.3648826320538
"355",-71.0630566414571,42.3655558514641
"356",-71.0617060633542,42.3646784810882
"358",-71.0652170605843,42.3649473984779
"359",-71.0637706214606,42.3657528648045
