"","x","y"
"1",-71.0737960777973,42.3405572019683
"2",-71.073951053232,42.3383992194759
"4",-71.0721170646272,42.339287979474
"5",-71.0736465932289,42.3379494043669
"6",-71.0739577380526,42.3406017700423
"7",-71.0732742291775,42.3389306156865
"10",-71.0725426719513,42.33986521854
"12",-71.0724447717307,42.3400016977098
"13",-71.0749442038213,42.3397294346876
"14",-71.0742675250446,42.3398621864208
"15",-71.0736160066864,42.3380439179138
"16",-71.0749716471326,42.3392313092239
"17",-71.0729059162795,42.3383712700891
"18",-71.0745597060072,42.3405849036191
"19",-71.0744564986444,42.3395239213193
"20",-71.0754496934744,42.3373695620523
"21",-71.0746358093848,42.3392512621982
"22",-71.0746193456248,42.337800572952
"23",-71.0751661272114,42.3384104505961
"25",-71.0731877537748,42.3378361050622
"30",-71.07355579903,42.3378963578691
"31",-71.0759729854813,42.3391962140218
"32",-71.0722874664011,42.3400599199586
"35",-71.0742904625936,42.3385104344436
"36",-71.0744411729241,42.3399148464365
"37",-71.0738412524898,42.3383779063691
"38",-71.0739276857096,42.3374347829071
"42",-71.0737044127716,42.3380056499684
"43",-71.074396877574,42.3391994721114
"44",-71.0732847431474,42.3377026080678
"45",-71.0752226930511,42.3389710032705
"46",-71.0728976575059,42.3394946872716
"47",-71.0745291190476,42.3405686657175
"48",-71.0744239980499,42.338189911212
"49",-71.074285654042,42.3387253554781
"50",-71.073804041788,42.3393481028641
"51",-71.0745026211345,42.3371031460898
"53",-71.0744718860193,42.3395215322143
"54",-71.0720924465736,42.3408412874915
"55",-71.0745072845643,42.3373112545962
"56",-71.073031546196,42.3402052386065
"57",-71.0736106788862,42.3403019521317
"59",-71.0748957548447,42.3388586748446
"60",-71.0750191684732,42.3378979944988
"62",-71.072622900487,42.3380240735505
"63",-71.0740200071194,42.3398880226361
"64",-71.0741218205765,42.3394662949182
"65",-71.0757551587507,42.339500104069
"67",-71.0741507484066,42.3378736011445
"68",-71.0731172228683,42.3398319516586
"69",-71.0729969835159,42.3392361323834
"70",-71.0744632613926,42.3399882356527
"71",-71.074793565227,42.3373327413941
"72",-71.0734698875675,42.341440970288
"74",-71.0740192208472,42.3388724014948
"75",-71.0723871469499,42.3387976178485
"76",-71.0734839117443,42.3382403157557
"77",-71.0744624398786,42.3373397576256
"80",-71.0718905135963,42.3393420483106
"81",-71.0729998973624,42.3404478074683
"82",-71.0731575994775,42.3380373245791
"83",-71.0734248726211,42.3378110590157
"84",-71.0726836054344,42.3380624922078
"85",-71.0736979000127,42.3395397248917
"86",-71.0757785339003,42.3378202439894
"87",-71.073704839788,42.3406853576179
"89",-71.0742873856901,42.3386046718801
"90",-71.0742947405037,42.338510121466
"91",-71.074071584818,42.3400863267085
"92",-71.072740652553,42.3382279239596
"93",-71.0742244775138,42.3387239493199
"94",-71.0757096856001,42.3373295037542
"95",-71.0738817007616,42.3398840941203
"97",-71.0735694107381,42.3388932155615
"98",-71.0740591324898,42.3389453010298
"100",-71.0764093197193,42.3369991319091
"101",-71.0750874772236,42.3372047635697
"103",-71.0738706003251,42.3393076446621
"104",-71.074709288887,42.3391500245289
"105",-71.0729634424299,42.3390548108083
"108",-71.0745944818609,42.3374981864826
"109",-71.0745300091934,42.3395092146657
"110",-71.074198100587,42.3410703534388
"111",-71.0741545235014,42.340722887137
"112",-71.0747599312028,42.3387837014829
"114",-71.0751991962175,42.3400826782067
"115",-71.0736798976726,42.3396158846775
"118",-71.0758722051765,42.3372019411022
"119",-71.0743476361642,42.3398295587429
"120",-71.0731789760135,42.3385381414929
"121",-71.0719020374314,42.340375758513
"122",-71.0748718865421,42.3381501630645
"123",-71.0752912276469,42.3384723896002
"124",-71.0731297156548,42.338695509224
"125",-71.0757263125571,42.3374855049975
"126",-71.0734313336972,42.337797023458
"128",-71.0738137662571,42.3376851991602
"130",-71.074367322655,42.3391781892077
"131",-71.0729670382174,42.3395866423953
"132",-71.0712116901108,42.3390922260647
"133",-71.0735419888183,42.3410654075416
"134",-71.0731755819841,42.338656936466
"136",-71.0745107671422,42.3396265825177
"137",-71.0739023749147,42.3379954536367
"138",-71.0744587955119,42.338216466337
"139",-71.0734788817873,42.3384050351348
"140",-71.0733895685658,42.339731633428
"141",-71.0730972964864,42.3405645903755
"142",-71.072657627621,42.3381663550468
"144",-71.0754027098953,42.3376158537862
"145",-71.0745505195119,42.3386164180022
"147",-71.0756980485642,42.3380542579682
"148",-71.0742494461539,42.3377212129175
"149",-71.0735399291771,42.34052399188
"152",-71.074449497852,42.3408628216842
"153",-71.0745938741397,42.3403056307482
"154",-71.0743276929653,42.3381171991541
"155",-71.0741092630601,42.3403033161202
"156",-71.0741190375937,42.3372366293871
"157",-71.0727579598202,42.3388782177653
"158",-71.0727792219018,42.3382435889609
"159",-71.0753695084593,42.3387643631531
"161",-71.0737061060878,42.3374369210346
"162",-71.0732113720976,42.3388232192675
