"","x","y","time"
"1",-71.10395952,42.35553821,4
"2",-71.10381394,42.35666268,118
"3",-71.10418822,42.35421179,146
"4",-71.10466842,42.35532382,58
"5",-71.10098484,42.35603031,256
"6",-71.10465487,42.35562393,113
"7",-71.10444791,42.35415345,183
"8",-71.10643757,42.3539361,238
"9",-71.10468345,42.35305244,503
"10",-71.10151144,42.35508892,196
"11",-71.10260951,42.35589658,171
"12",-71.10182799,42.35518462,182
"13",-71.10242173,42.3549445,141
"14",-71.10351701,42.35336842,573
"15",-71.10137331,42.35512508,217
"16",-71.10275739,42.35491845,116
"17",-71.10473286,42.35630053,143
"18",-71.10056384,42.35585755,273
"19",-71.10323958,42.35618472,86
"20",-71.10569415,42.35433258,195
"21",-71.105278,42.35646287,208
"22",-71.10349649,42.3547397,122
"23",-71.10242567,42.35572161,189
"24",-71.10544691,42.35469351,128
"25",-71.10424137,42.35370765,224
"26",-71.1024245,42.35541838,123
"27",-71.10054883,42.35403409,565
"28",-71.10417975,42.35585799,74
"29",-71.10438151,42.35454075,150
"30",-71.10429984,42.35394226,197
"31",-71.1011785,42.35377539,619
"32",-71.10516653,42.35373756,257
"33",-71.10413586,42.35579378,73
"34",-71.10347548,42.35565054,31
"35",-71.10572874,42.35657897,234
"36",-71.10512652,42.35445382,184
"37",-71.10330612,42.35403017,213
"38",-71.10335365,42.35495145,110
"39",-71.10512676,42.35465558,129
"40",-71.10307629,42.3565548,123
"41",-71.10405032,42.35565842,15
"42",-71.10227374,42.35554052,135
"43",-71.1020348,42.35647249,139
"44",-71.10379146,42.35593889,67
"45",-71.10152498,42.356471,241
"46",-71.1040588,42.35400944,158
"47",-71.10155471,42.35541955,205
"48",-71.10311527,42.35586276,185
"49",-71.10463294,42.35303941,506
"50",-71.10028502,42.35539495,273
"51",-71.10322068,42.35447254,154
"52",-71.10373757,42.35477102,152
"53",-71.10266223,42.35609145,154
"54",-71.10260271,42.35629924,104
"55",-71.10446458,42.35639322,136
"56",-71.10228689,42.35506795,143
"57",-71.10594275,42.35362041,307
"58",-71.10287976,42.35664509,136
"59",-71.10170465,42.35372712,650
"60",-71.1035409,42.35471004,143
"61",-71.10451515,42.35395488,195
"62",-71.10169596,42.35466502,244
"63",-71.10721974,42.35453667,277
"64",-71.1025052,42.35486507,134
"65",-71.10549885,42.35505139,115
"66",-71.10579273,42.35648144,247
"67",-71.10360963,42.35276801,552
"68",-71.10320061,42.35514685,73
"69",-71.10097052,42.35555359,242
"70",-71.10276402,42.35520943,97
"71",-71.10719108,42.35635132,357
"72",-71.10334734,42.35545935,48
"73",-71.10164564,42.3558023,158
"74",-71.10384774,42.35604835,79
"75",-71.10431818,42.35493307,82
"76",-71.10223337,42.35580093,172
"77",-71.10310007,42.35564066,90
"78",-71.1014406,42.35580871,147
"79",-71.1044041,42.35620187,123
"80",-71.10302163,42.35512682,77
"81",-71.10623848,42.35564929,270
"82",-71.10119456,42.35617208,241
"83",-71.10395405,42.35596619,73
"84",-71.10303664,42.35478694,149
"85",-71.10271195,42.35632632,99
"86",-71.10348128,42.35639431,96
"87",-71.10366198,42.35586552,31
"88",-71.10018401,42.35589021,296
"89",-71.10223091,42.35609464,145
"90",-71.0999226,42.35438252,528
"91",-71.104909,42.35590121,251
"92",-71.10307476,42.35320596,592
"93",-71.10566326,42.35458811,143
"94",-71.10210267,42.35499394,161
"95",-71.10602873,42.35580983,248
"96",-71.10466188,42.35609926,123
"97",-71.10498503,42.35630955,182
"98",-71.10370413,42.35498766,106
"99",-71.10374143,42.35432341,140
"100",-71.10561841,42.35532515,123
"101",-71.10406635,42.35568892,15
